object_id,library_id,match_val,match_threshold,good_correlations,signal_to_noise,signal_threshold,good_signal,good_matches,x,y,file_name,license.x,col_id,session_id,file_id,sn,spectrum_type,organization,spectrum_identity,librarytype,spectrumid,owner,instrument_mode,rruffid,ideal_chemistry,locality,source,status,url,measured_chemistry,intensity_units,other_info,jcamp-dx,yfactor,deltax,instrument_used,material_color,citation,brand,item,location,width,depth,particle_massmg,tgoc,tmoc,onset,enthalpyj_g,qa_qc,framework,abbreviation,spectral_resolution,instrument_accessories,wavenumber_range,user_name,region,campaign,state,treatment,analysis,exposure_days,polymer_id,file_legacy,locationdescription,country,lat,lon,spec_hash,x_unit,y_unit,product_id,supplier,specifications,pin_id,orientation,replicate,longest_dimension,license.y,samples,lines,bands,header_offset,data_type,interleave,pixel_size,otherinfo,pressure,temperature,material_form,material_producer,number_of_accumulations,time,ratio_against_background,truncated,elementmultiply_or_elementdivide,collection_length,sample_gain,number_of_background_scans,background_gain,sample_spacing,resolution_points,number_of_fft_points,apodization,bench_serial_number,subtraction_or_addition,baseline_correction,perctransmittance_absorbance,sponsor,grating,hole_sizenm,slitum,filterperc,delays,date,molform,aperture,beamsplitter,detectordiadetport_in_sphere,sphere_diameter,acquisition_mode,scanner_speed,phase_resolution,phase_correction,zerofilling,wavenumber_accuracy,low_pass_filter,switch_gain_on,mw,contact_info,cas_number,material_quality,laser_light_used,total_acquisition_time_s,data_processing_proceedure,level_of_confidence_in_identification,smoother,density,material_class,plastic_or_not,material_class_specific
intensity.30,4e718e49ce3d5e524ffedf740e57c873,0.776338758,0.7,TRUE,1.71828651,#NAME?,TRUE,TRUE,5,3,1 Particle2Area41.csv,CC BY-NC,intensity.30,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,aea2327ca5fe496eaceed87933fc6743,9.1157771,raman,rruff,laachite,minerals,laachite__r141091__broad_scan__780__0__unoriented__raman_data_raw__24165,rruff,,r141091,"(ca,mn^2+^)_2_zr^4+^_2_nb^5+^_2_ti^4+^fe^2+^o_14_","in den dellen, laach lake volcano, mendig, eifel, germany",ch. and h. schfer,the identification of this mineral has been confirmed only by single crystal x-ray diffraction.,rruff.info/r141091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prismatic red-brown crystals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mineral,not plastic,
intensity.31,c645de31fc664c65013000eb5574dd3f,0.970615639,0.7,TRUE,22.12537597,#NAME?,TRUE,TRUE,6,3,1 Particle2Area44.csv,CC BY-NC,intensity.31,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,ead5a91a9613c1bd4d3b0a416f98810b,52.05323382,raman,"slopp, munno et al. 2020",pet,polymers,polyethyleneterephthalate1.clearfragment,,,,,,,,,,,,,,,,clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fragment,,4,,,,,4,,,,,,,,,,,,,1200,300,100,100,0,,,,,,,,,,,,,,,,,,,532,4,,,,,polyterephthalates,plastic,poly(ethylene terephthalate)
intensity.32,f9eb320f1ed44f2c0b546d5c1374061b,0.968072708,0.7,TRUE,14.20158596,#NAME?,TRUE,TRUE,7,3,1 Particle2Area45.csv,CC BY-NC,intensity.32,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,8b031cf702d1501a6d1a6b31865b04d6,15.65195603,raman,"slopp, munno et al. 2020",cotton,polymers,cotton14.yellowfiber,,,,,,,,,,,,,,,,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fiber,,8,,,,,8,,,,,,,,,,,,,600,300,100,100,0,,,,,,,,,,,,,,,,,,donated,785,8,,,,,organic matter,not plastic,
intensity.33,bd556ed8bcb25b5957a86160e70a4b20,0.936932791,0.7,TRUE,14.63476483,#NAME?,TRUE,TRUE,8,3,1 Particle2Area46.csv,CC BY-NC,intensity.33,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,edc32e297d6f9c9152ac508b7551f9a9,73.7983507,raman,rruff,quartz__r110104__raman__532__0__unoriented__raman_data_processed__36248,minerals,./rruffmany_2287.dx,unknown,absorbance,,,,unknown,,,,arbitrary units,"collection of 3087 raman spectra of minerals, provided by the rruff project from university of arizona. (data set from 2012, as part of crystalsleuth software) for many mineral species, there are several entries, which allows to get an impression for the intra- and inter-species spectral variations.",5.01  $$ datafile exported by spectragryph v.1.2.15,1,-0.482117,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/09/2012 03:12:32,,,,,,,,,,,,,,,,,,,,,,,,mineral,not plastic,
intensity.34,45533f84645088f9cd96daeb746950b9,0.828853552,0.7,TRUE,2.845116181,#NAME?,TRUE,TRUE,9,3,1 Particle2Area53.csv,CC BY-NC,intensity.34,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,4a941fffdcb602f3a9e618dabf2de104,7.987023438,raman,cabernard et al. 2018,"polypropylene, isotactic","polymer, minerals, organic materials",133cabernard,,,,,,,,,,,"polymer| awi| pksd 68 polypropylene, isotactic pellets",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scientific polymer products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,polyolefins (polyalkenes),plastic,poly(propylene)
intensity.35,a3e890a68147eab3c3a7ab2fce2a842a,0.728912753,0.7,TRUE,4.356087897,#NAME?,TRUE,TRUE,10,3,1 Particle2Area6.csv,CC BY-NC,intensity.35,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,d45c900c8dce37a3fac0bc600869bf77,34.8328327,raman,chsos_pigments,vine black 47000_532,pigments,vine black 47000_532,unknown,absorbance,,,,unknown,,,,counts,"raman spectra of 58 historical pigments, distributed as swatches painted on a cardboard (pigment checker), by dr. antonino cosentino/chsos (http://chsopensource.org/). measured at three laser wavelengths.
published as pigments checker version 3.0, a handy set for conservation scientists: a free online raman spectra database in microchemical journal 129, 123132 (2016)",5.01  $$ datafile exported by spectragryph v.1.2.15,1,-1.60745,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/5/2017 17:40,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,
intensity.36,5144dac6defe016e4b4250e631ea5d1d,0.832046797,0.7,TRUE,5.927408169,#NAME?,TRUE,TRUE,11,3,1 Particle2Area7.csv,CC BY-NC,intensity.36,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,01ec9012f9299d65a8af88d09eca2c56,29.40046242,raman,"slopp, munno et al. 2020",cotton,polymers,cotton2a.pinkfiber,,,,,,,,,,,,,,,,pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fiber,,8,,,,,8,,,,,,,,,,,,,1200,100,100,25,30,,,,,,,,,,,,,,,,,,donated,532,8,,,,,organic matter,not plastic,
intensity.37,7337ddae3277a1cfcac07944e644ed75,0.950177301,0.7,TRUE,2.442260425,#NAME?,TRUE,TRUE,12,3,1 Particle2Area8.csv,CC BY-NC,intensity.37,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,bd5ec126329e45e6d9c2438ab2f02ca2,69.09045847,raman,"slopp, munno et al. 2020",polyethylene,polymers,polyethylene26.whitemicrobead,,,,,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fragment,,8,,,,,8,,,,,,,,,,,,,600,300,100,100,0,,,,,,,,,,,,,,,,,,store bought,785,8,,,,,polyolefins (polyalkenes),plastic,poly(ethylene)
intensity.38,f3b8041b2356a904b00904358d6f4ac9,0.929065111,0.7,TRUE,11.9819681,#NAME?,TRUE,TRUE,13,3,1 Particle3Area1.csv,CC BY-NC,intensity.38,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,ee67805e1255783adc1a0b7707b3d75a,18.95784874,raman,horiba scientific,polyethylene terephthalate,polymers,polyethylene terephthalate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,polyterephthalates,plastic,poly(ethylene terephthalate)
intensity.39,5f668b31723f35f2c9f62406ba1b3f7d,0.670276706,0.7,FALSE,1.968647683,#NAME?,TRUE,FALSE,1,4,1 Particle3Area12.csv,CC BY-NC,intensity.39,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,a87a5d2e7b49ab4e0ae9bcbfaf30281d,7.434757928,raman,"slopp, munno et al. 2020",cotton,polymers,cotton11a.brownfiber,,,,,,,,,,,,,,,,brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fiber,,8,,,,,8,,,,,,,,,,,,,1200,100,100,25,0,,,,,,,,,,,,,,,,,,donated,532,8,,,,,organic matter,not plastic,
intensity.40,4e718e49ce3d5e524ffedf740e57c873,0.859948853,0.7,TRUE,2.237707992,#NAME?,TRUE,TRUE,2,4,1 Particle3Area13.csv,CC BY-NC,intensity.40,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,926cf952da0c18d7cfb4b32abd4b1afd,9.1157771,raman,rruff,laachite,minerals,laachite__r141091__broad_scan__780__0__unoriented__raman_data_raw__24165,rruff,,r141091,"(ca,mn^2+^)_2_zr^4+^_2_nb^5+^_2_ti^4+^fe^2+^o_14_","in den dellen, laach lake volcano, mendig, eifel, germany",ch. and h. schfer,the identification of this mineral has been confirmed only by single crystal x-ray diffraction.,rruff.info/r141091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prismatic red-brown crystals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mineral,not plastic,
intensity.41,796c0cf5cc3fc2c3baf03aa62f5818d3,0.961427379,0.7,TRUE,16.79216989,#NAME?,TRUE,TRUE,3,4,1 Particle3Area15.csv,CC BY-NC,intensity.41,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,a8e292ec06d649dcca90d5fd39cf064f,73.14717984,raman,"slopp, munno et al. 2020",polyethylene terephthalate,polymers,polyethyleneterephthalate13.clearplasticsheet,,,,,,,,,,,,,,,,clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fragment,,4,,,,,4,,,,,,,,,,,,,1200,300,100,25,0,,,,,,,,,,,,,,,,,,lab,532,4,,,,,polyterephthalates,plastic,poly(ethylene terephthalate)
intensity.42,c645de31fc664c65013000eb5574dd3f,0.972508992,0.7,TRUE,20.3832112,#NAME?,TRUE,TRUE,4,4,1 Particle3Area24.csv,CC BY-NC,intensity.42,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,e12a86528514eb3510526335dd734a69,52.05323382,raman,"slopp, munno et al. 2020",pet,polymers,polyethyleneterephthalate1.clearfragment,,,,,,,,,,,,,,,,clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fragment,,4,,,,,4,,,,,,,,,,,,,1200,300,100,100,0,,,,,,,,,,,,,,,,,,,532,4,,,,,polyterephthalates,plastic,poly(ethylene terephthalate)
intensity.43,5f668b31723f35f2c9f62406ba1b3f7d,0.700951876,0.7,TRUE,3.945162841,#NAME?,TRUE,TRUE,5,4,1 Particle3Area25.csv,CC BY-NC,intensity.43,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,1eec2ba72d94e061739f4868e5c857a7,7.434757928,raman,"slopp, munno et al. 2020",cotton,polymers,cotton11a.brownfiber,,,,,,,,,,,,,,,,brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fiber,,8,,,,,8,,,,,,,,,,,,,1200,100,100,25,0,,,,,,,,,,,,,,,,,,donated,532,8,,,,,organic matter,not plastic,
intensity.44,34ce000399d24fa823f97ea35c751fa3,0.76333266,0.7,TRUE,6.105537903,#NAME?,TRUE,TRUE,6,4,1 Particle3Area32.csv,CC BY-NC,intensity.44,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,54a83f93b15d0e121617f2643f179c99,13.01564006,raman,cabernard et al. 2018,varnish,"polymer, minerals, organic materials",47cabernard,,,,,,,,,,,varnish| awi| klarlack polyurethan-acrylharzlack krautol wei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,krautol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other plastic,plastic,
intensity.45,682bd54c1b57a426b8f9c16b8f747d80,0.756754509,0.7,TRUE,4.271284268,#NAME?,TRUE,TRUE,7,4,1 Particle3Area36.csv,CC BY-NC,intensity.45,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,331e460f98173a1c447b42643cb8f8ed,7.032533828,raman,"slopp, munno et al. 2020",cellulose,polymers,dyedcellulose5.redfiber,,,,,,,,,,,,,,,,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fiber,,8,,,,,4,,,,,,,,,,,,,600,300,100,100,30,,,,,,,,,,,,,,,,,,,785,4,,,,,organic matter,not plastic,
intensity.46,d93b4f1c6bef787763f214287dcab10d,0.787234344,0.7,TRUE,6.698447137,#NAME?,TRUE,TRUE,8,4,1 Particle3Area37.csv,CC BY-NC,intensity.46,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,a4e23bd2682d4338e1e154142f86b267,10.6342196,raman,cabernard et al. 2018,cellulose propionate,"polymer, minerals, organic materials",21cabernard,,,,,,,,,,,polymer| awi| pksd 7 cellulose propionate pellets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scientific polymer products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cellulose derivatives (ether cellulose),plastic,
intensity.47,8162f56e6ff318a22db0a0d07fd03d51,0.91275161,0.7,TRUE,7.979340563,#NAME?,TRUE,TRUE,9,4,1 Particle3Area39.csv,CC BY-NC,intensity.47,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,42d75e6452788a8a0e942242ae48ed4e,12.48329456,raman,"slopp, munno et al. 2020",cotton,polymers,cotton17.whiteteabag,,,,,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fiber,,8,,,,,8,,,,,,,,,,,,,600,100,100,100,0,,,,,,,,,,,,,,,,,,store bought,785,8,,,,,organic matter,not plastic,
intensity.48,bd556ed8bcb25b5957a86160e70a4b20,0.93975412,0.7,TRUE,14.61076132,#NAME?,TRUE,TRUE,10,4,1 Particle3Area41.csv,CC BY-NC,intensity.48,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,613a8e61104deed442b8aa75be42b348,73.7983507,raman,rruff,quartz__r110104__raman__532__0__unoriented__raman_data_processed__36248,minerals,./rruffmany_2287.dx,unknown,absorbance,,,,unknown,,,,arbitrary units,"collection of 3087 raman spectra of minerals, provided by the rruff project from university of arizona. (data set from 2012, as part of crystalsleuth software) for many mineral species, there are several entries, which allows to get an impression for the intra- and inter-species spectral variations.",5.01  $$ datafile exported by spectragryph v.1.2.15,1,-0.482117,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/09/2012 03:12:32,,,,,,,,,,,,,,,,,,,,,,,,mineral,not plastic,
intensity.49,5f668b31723f35f2c9f62406ba1b3f7d,0.722668361,0.7,TRUE,2.486003861,#NAME?,TRUE,TRUE,11,4,1 Particle3Area42.csv,CC BY-NC,intensity.49,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,56d42e6557ea5c3e70014f9c0e2ab2bc,7.434757928,raman,"slopp, munno et al. 2020",cotton,polymers,cotton11a.brownfiber,,,,,,,,,,,,,,,,brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fiber,,8,,,,,8,,,,,,,,,,,,,1200,100,100,25,0,,,,,,,,,,,,,,,,,,donated,532,8,,,,,organic matter,not plastic,
intensity.50,876c9fef554128f5ffa072004dc4ae10,0.72934162,0.7,TRUE,2.228256905,#NAME?,TRUE,TRUE,12,4,1 Particle3Area44.csv,CC BY-NC,intensity.50,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,30568ddc66a9370c5b1289d40129248e,4.928485435,raman,"slopp, munno et al. 2020",modal,polymers,dyedcellulose1.redfiber,,,,,,,,,,,,,,,,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fiber,,10,,,,,10,,,,,,,,,,,,,600,300,100,100,0,,,,,,,,,,,,,,,,,,,785,10,,,,,other plastic,plastic,
intensity.51,174faa31441aa36a88eab464d1607610,0.777834221,0.7,TRUE,6.101795896,#NAME?,TRUE,TRUE,13,4,1 Particle3Area5.csv,CC BY-NC,intensity.51,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,2ca2f80d3e92c0124debdae21efbda0d,125.7265768,raman,raman open database,c,crystallography,3500021,public domain,,,,,,,,,arbitrary units,http://solsa.crystallography.net/rod/3500021.rod,4.24,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,26.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mineral,not plastic,
intensity.52,e47a88256fb8cde0cecea5e96ea368bd,0.970293885,0.7,TRUE,21.2307698,#NAME?,TRUE,TRUE,1,5,1 Particle3Area50.csv,CC BY-NC,intensity.52,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,f02c0ae6dc717b402d97dd6c9a8841c5,11.18963689,raman,chsos_pigments,lamp black 47250_532,pigments,lamp black 47250_532,unknown,absorbance,,,,unknown,,,,counts,"raman spectra of 58 historical pigments, distributed as swatches painted on a cardboard (pigment checker), by dr. antonino cosentino/chsos (http://chsopensource.org/). measured at three laser wavelengths.
published as pigments checker version 3.0, a handy set for conservation scientists: a free online raman spectra database in microchemical journal 129, 123132 (2016)",5.01  $$ datafile exported by spectragryph v.1.2.15,1,-1.60745,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/5/2017 17:40,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,
intensity.53,45533f84645088f9cd96daeb746950b9,0.878298245,0.7,TRUE,2.85705692,#NAME?,TRUE,TRUE,2,5,1 Particle3Area53.csv,CC BY-NC,intensity.53,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,ab1ee6efc0354b11262ca4d224c9c656,7.987023438,raman,cabernard et al. 2018,"polypropylene, isotactic","polymer, minerals, organic materials",133cabernard,,,,,,,,,,,"polymer| awi| pksd 68 polypropylene, isotactic pellets",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scientific polymer products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,polyolefins (polyalkenes),plastic,poly(propylene)
intensity.54,8ee6f7ccc8abc37c71b0a91661bbee53,0.846985286,0.7,TRUE,1.665360746,#NAME?,TRUE,TRUE,3,5,1 Particle3Area6.csv,CC BY-NC,intensity.54,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,72eaf4f5d69a90dae0a3922a606d2893,7.897234174,raman,rruff,arapovite,minerals,arapovite__r060672__broad_scan__785__0__unoriented__raman_data_processed__15497,rruff,,r060672,"(k_1-x_[box]_x_)(ca,na)_2_u^4+^si_8_o_20_ (x~0.5)","dara-i-pioz glacier, hait, alayskiy (alai) range, tien shan mountains, tajikistan",michael scott,the identification of this mineral is not yet confirmed.,rruff.info/r060672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dark green prismatic crystals with rectangular shapes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mineral,not plastic,
intensity.55,5144dac6defe016e4b4250e631ea5d1d,0.760304617,0.7,TRUE,2.898903348,#NAME?,TRUE,TRUE,4,5,1 Particle3Area7.csv,CC BY-NC,intensity.55,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,0b984d5589533bf156423e60b80cfbbb,29.40046242,raman,"slopp, munno et al. 2020",cotton,polymers,cotton2a.pinkfiber,,,,,,,,,,,,,,,,pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fiber,,8,,,,,8,,,,,,,,,,,,,1200,100,100,25,30,,,,,,,,,,,,,,,,,,donated,532,8,,,,,organic matter,not plastic,
intensity.56,38d73ce552f209e67f87693587194029,0.947305181,0.7,TRUE,17.26878656,#NAME?,TRUE,TRUE,5,5,1 Particle3Area8.csv,CC BY-NC,intensity.56,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,ed887ebc7a19c77c4acf85a693a6ee3e,47.83627083,raman,cabernard et al. 2018,ethylene acrylic acide,"polymer, minerals, organic materials",32cabernard,,,,,,,,,,,polymer| awi| pksd 10 ethylene acrylic acide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scientific polymer products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other plastic,plastic,
intensity.57,4e718e49ce3d5e524ffedf740e57c873,0.861330704,0.7,TRUE,2.469146255,#NAME?,TRUE,TRUE,6,5,1 Particle4Area10.csv,CC BY-NC,intensity.57,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,855822a670573fd116328b379d2b41b1,9.1157771,raman,rruff,laachite,minerals,laachite__r141091__broad_scan__780__0__unoriented__raman_data_raw__24165,rruff,,r141091,"(ca,mn^2+^)_2_zr^4+^_2_nb^5+^_2_ti^4+^fe^2+^o_14_","in den dellen, laach lake volcano, mendig, eifel, germany",ch. and h. schfer,the identification of this mineral has been confirmed only by single crystal x-ray diffraction.,rruff.info/r141091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prismatic red-brown crystals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mineral,not plastic,
intensity.58,0800d412a1e7fc7e64bab0abe0f58b24,0.711249024,0.7,TRUE,5.075202783,#NAME?,TRUE,TRUE,7,5,1 Particle4Area14.csv,CC BY-NC,intensity.58,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,c1d3a54467de1edac2bbc253191340f3,23.26170095,raman,rruff,grossular,minerals,grossular__r060443__broad_scan__780__0__unoriented__raman_data_processed__19642,rruff,,r060443,ca_3_al_2_(sio_4_)_3_,unknown,gemological institute of america,the identification of this mineral has been confirmed by x-ray diffraction and chemical analysis,rruff.info/r060443,(ca_2.92_mn_0.03_mg_0.03_fe^2+^_0.02_)_=3_(al_1.86_fe^3+^_0.14_)_=2_(si_1.00_o_4_)_3_; trace amounts of ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yellowish tan colored single crystal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mineral,not plastic,
intensity.59,c197423e55988d707c817bc86a500462,0.809102939,0.7,TRUE,9.92705466,#NAME?,TRUE,TRUE,8,5,1 Particle4Area21.csv,CC BY-NC,intensity.59,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,86fe1584a0bbc55dc5fce426f6b78178,52.20940112,raman,rruff,magnesiumstearate__d120003__raman__532__0__unoriented__raman_data_processed__36126,minerals,./rruffmany_1751.dx,unknown,absorbance,,,,unknown,,,,arbitrary units,"collection of 3087 raman spectra of minerals, provided by the rruff project from university of arizona. (data set from 2012, as part of crystalsleuth software) for many mineral species, there are several entries, which allows to get an impression for the intra- and inter-species spectral variations.",5.01  $$ datafile exported by spectragryph v.1.2.15,1,-0.482117,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/09/2012 03:12:08,,,,,,,,,,,,,,,,,,,,,,,,mineral,not plastic,
intensity.60,a6997939af39f128d7965d9bbeb56f70,0.750967117,0.7,TRUE,2.976551558,#NAME?,TRUE,TRUE,9,5,1 Particle4Area23.csv,CC BY-NC,intensity.60,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,afa06c25821101abb12981032ee9b098,12.11083202,raman,horiba scientific,cellulose,polymers,cellulose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,organic matter,not plastic,
intensity.61,f9eb320f1ed44f2c0b546d5c1374061b,0.961021942,0.7,TRUE,13.10680586,#NAME?,TRUE,TRUE,10,5,1 Particle4Area27.csv,CC BY-NC,intensity.61,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,d7420737dfe12ede1d6ef5264e4e21bb,15.65195603,raman,"slopp, munno et al. 2020",cotton,polymers,cotton14.yellowfiber,,,,,,,,,,,,,,,,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fiber,,8,,,,,8,,,,,,,,,,,,,600,300,100,100,0,,,,,,,,,,,,,,,,,,donated,785,8,,,,,organic matter,not plastic,
intensity.62,3b97a6b023b05323f6422bf982a6febf,0.87084129,0.7,TRUE,7.479423268,#NAME?,TRUE,TRUE,11,5,1 Particle4Area28.csv,CC BY-NC,intensity.62,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,2929c1ba076013619f1f48cff518ca3b,7.976350609,raman,"slopp, munno et al. 2020",polyacrylonitrile,polymers,acrylic8.orangefiber,,,,,,,,,,,,,,,,orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fiber,,8,,,,,8,,,,,,,,,,,,,1200,300,100,25,0,,,,,,,,,,,,,,,,,,donated,532,8,,,,,polyacrylonitriles (nitriles),plastic,
